street_address,full_address,lat,lng
21041 Osterman Rd,21041 Osterman Rd 92630 Lake Forest,33.6437,-117.6868
73373 Country Club Dr,73373 Country Club Dr 92260 Palm Desert,33.6806,-116.4027
13921 Tustin East Dr,13921 Tustin East Dr 92780 Tustin,33.7364,-117.8229
2525 Highland Ave,2525 Highland Ave 91950 National City,,
42450 Moraga Rd,42450 Moraga Rd 92591 Temecula,33.5217,-117.1286
6507-6510 Ocean Crest Dr,6507-6510 Ocean Crest Dr 90275 Rancho Palos Verdes,33.7515,-118.367
4070 Huerfano Ave,4070 Huerfano Ave 92117 San Diego,32.8239,-117.1965
1120 W Linden St,1120 W Linden St 92507 Riverside,33.9761,-117.3389
800 E Washington St,800 E Washington St 92324 Colton,34.0315,-117.2874
7826 Center Pky,7826 Center Pky 95823 Sacramento,38.4797,-121.4438
2380 Sierra Blvd,2380 Sierra Blvd 95825 Sacramento,38.5892,-121.4057
5844-6001 Garden Park Ct,5844-6001 Garden Park Ct 95608 Carmichael,38.6284,-121.3287
10139 Woodley Ave,10139 Woodley Ave 91343 North Hills,34.2366,-118.4758
40300 Washington St,40300 Washington St 92203 Bermuda Dunes,33.7532,-116.2676
4930 Polk St,4930 Polk St 95660 North Highlands,38.6707,-121.3781
Chesebro Rd,Chesebro Rd 91301 Agoura Hills,34.1227,-118.7573
203 Ladera St,203 Ladera St 93101 Santa Barbara,34.4197,-119.7078
2255 S Maple Ave,2255 S Maple Ave 93725 Fresno,36.6207,-119.7308
6232-6233 N Pershing Ave,6232-6233 N Pershing Ave 95207 Stockton,38.0024,-121.3238
1536 Kerley Dr,1536 Kerley Dr 95112 San Jose,37.3476,-121.887
1901 N Buena Vista St,1901 N Buena Vista St 91504 Burbank,34.2001,-118.3264
2547 Temple Ave,2547 Temple Ave 91792 West Covina,34.0229,-117.8975
965 Wilson Blvd,965 Wilson Blvd 95762 El Dorado Hills,38.685,-121.068
3300 Renwick Ave,3300 Renwick Ave 95758 Elk Grove,38.4243,-121.437
2000 Crystal Springs Rd,2000 Crystal Springs Rd 94066 San Bruno,37.6247,-122.429
26031-26107 Columbia St,26031-26107 Columbia St 92544 Hemet,33.739,-116.9243
